"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127486 14 4 1 5
"3" 8 32 127478 22 1 1 8
"4" 12 37 127472 26 1 1 9
"5" 16 44 127465 30 3 2 9
"6" 20 50 127458 32 3 2 13
"7" 24 66 127444 42 8 2 14
"8" 28 81 127426 48 13 4 16
"9" 32 113 127395 71 14 7 21
"10" 36 138 127368 89 12 8 29
"11" 40 174 127332 106 21 11 36
"12" 44 235 127271 152 21 15 47
"13" 48 274 127230 178 20 19 57
"14" 52 346 127154 218 28 23 77
"15" 56 417 127087 251 41 30 95
"16" 60 539 126952 318 57 40 124
"17" 64 714 126787 440 67 49 158
"18" 68 890 126596 531 104 64 191
"19" 72 1172 126308 716 124 83 249
"20" 76 1534 125929 957 161 113 303
"21" 80 1963 125494 1238 199 143 383
"22" 84 2480 124975 1549 259 192 480
"23" 88 3194 124233 1992 336 255 611
"24" 92 4034 123375 2486 440 340 768
"25" 96 5184 122180 3190 517 460 1017
"26" 100 6569 120768 3998 688 587 1296
"27" 104 8394 118911 5135 871 740 1648
"28" 108 10558 116682 6394 1117 966 2081
"29" 112 13263 113883 7960 1423 1217 2663
"30" 116 16767 110349 10043 1821 1506 3397
"31" 120 20934 106043 12458 2242 1931 4303
"32" 124 26015 100838 15304 2813 2420 5478
"33" 128 32233 94525 18673 3605 3023 6932
"34" 132 39422 87162 22509 4327 3800 8786
"35" 136 47585 78818 26487 5319 4756 11023
"36" 140 56742 69549 30615 6477 5866 13784
"37" 144 66462 59620 34381 7677 7323 17081
"38" 148 76667 49279 37552 9187 9006 20922
"39" 152 86910 38966 39843 10727 10919 25421
"40" 156 96611 29250 40805 12066 13138 30602
"41" 160 105111 20774 40071 13076 15621 36343
"42" 164 112114 13829 37345 13848 18383 42538
"43" 168 117377 8699 33060 14270 21105 48942
"44" 172 121106 5145 27788 13990 23884 55444
"45" 176 123491 3005 21974 13264 26588 61665
"46" 180 124979 1746 16327 12105 29020 67527
"47" 184 125958 1022 11691 10363 31228 72676
"48" 188 126522 629 7900 8705 33035 76882
"49" 192 126827 405 5102 6858 34526 80341
"50" 196 127054 289 3310 5102 35643 82999
"51" 200 127163 225 1969 3693 36520 84981
