"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 19 127489 10 5 2 2
"3" 32 33 127481 23 4 2 4
"4" 48 36 127472 23 5 3 5
"5" 64 46 127463 31 4 5 6
"6" 80 59 127450 37 6 6 10
"7" 96 75 127433 47 7 9 12
"8" 112 88 127419 50 11 11 16
"9" 128 119 127390 74 14 13 18
"10" 144 154 127351 96 15 15 28
"11" 160 206 127299 133 18 16 39
"12" 176 274 127229 180 27 18 49
"13" 192 340 127167 212 40 27 61
"14" 208 425 127075 265 43 35 82
"15" 224 552 126943 340 65 42 105
"16" 240 725 126765 455 76 52 142
"17" 256 918 126572 581 93 69 175
"18" 272 1163 126320 728 119 96 220
"19" 288 1510 125954 928 176 124 282
"20" 304 1995 125452 1239 217 162 377
"21" 320 2503 124939 1538 274 208 483
"22" 336 3237 124196 1985 338 270 644
"23" 352 4173 123248 2576 409 339 849
"24" 368 5274 122114 3252 517 422 1083
"25" 384 6657 120664 4084 690 541 1342
"26" 400 8498 118782 5216 877 708 1697
"27" 416 10754 116507 6566 1108 917 2163
"28" 432 13529 113639 8180 1443 1171 2735
"29" 448 17026 110096 10228 1854 1485 3459
"30" 464 21335 105650 12720 2338 1893 4384
"31" 480 26595 100230 15725 2871 2403 5596
"32" 496 32720 93990 19077 3596 2998 7049
"33" 512 40163 86358 22949 4539 3756 8919
"34" 528 48643 77735 27134 5474 4787 11248
"35" 544 57967 68276 31215 6692 6028 14032
"36" 560 67987 58104 35047 8035 7459 17446
"37" 576 78156 47785 38125 9290 9259 21482
"38" 592 88362 37534 40223 10798 11252 26089
"39" 608 97659 28130 40773 12070 13407 31409
"40" 624 106132 19735 39904 13074 15910 37244
"41" 640 112958 12998 37111 13835 18526 43486
"42" 656 118161 7978 32431 14468 21222 50040
"43" 672 121704 4714 27012 14184 23984 56524
"44" 688 123931 2675 21228 13253 26614 62836
"45" 704 125314 1489 15827 11873 29057 68557
"46" 720 126163 863 11128 10142 31245 73648
"47" 736 126652 504 7328 8422 33011 77891
"48" 752 126913 343 4731 6442 34455 81285
"49" 768 127115 244 2894 4818 35539 83864
"50" 784 127200 188 1714 3510 36306 85670
"51" 800 127286 158 973 2379 36905 87029
