"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 30 127478 19 5 0 6
"3" 32 46 127462 34 4 0 8
"4" 48 55 127453 37 8 0 10
"5" 64 71 127436 47 9 1 14
"6" 80 94 127415 63 9 2 20
"7" 96 124 127384 80 14 3 27
"8" 112 165 127338 108 17 5 35
"9" 128 209 127296 140 18 8 43
"10" 144 267 127235 167 32 11 57
"11" 160 356 127144 220 40 18 78
"12" 176 457 127040 289 43 26 99
"13" 192 603 126898 386 61 36 120
"14" 208 755 126737 466 77 55 157
"15" 224 949 126521 567 109 72 201
"16" 240 1228 126252 750 130 97 251
"17" 256 1565 125895 938 183 124 320
"18" 272 2081 125375 1296 222 152 411
"19" 288 2583 124850 1579 276 214 514
"20" 304 3210 124200 1956 330 271 653
"21" 320 4147 123257 2509 460 340 838
"22" 336 5304 122065 3205 591 420 1088
"23" 352 6793 120525 4136 713 545 1399
"24" 368 8606 118692 5258 864 702 1782
"25" 384 10829 116388 6565 1120 887 2257
"26" 400 13725 113419 8314 1462 1118 2831
"27" 416 17286 109768 10411 1831 1446 3598
"28" 432 21800 105190 13050 2386 1832 4532
"29" 448 27094 99761 16030 2959 2339 5766
"30" 464 33387 93318 19447 3709 2957 7274
"31" 480 40747 85781 23143 4597 3755 9252
"32" 496 49421 76972 27396 5592 4815 11618
"33" 512 58890 67344 31700 6746 6006 14438
"34" 528 68784 57164 35415 8105 7429 17835
"35" 544 78859 47022 38291 9483 9187 21898
"36" 560 88956 36869 40199 10939 11182 26636
"37" 576 98528 27380 40869 12137 13480 32042
"38" 592 106628 19295 39574 13215 16004 37835
"39" 608 113344 12638 36483 14172 18720 43969
"40" 624 118437 7689 31981 14349 21422 50685
"41" 640 121885 4459 26475 14172 24153 57085
"42" 656 124139 2476 20809 13135 26860 63335
"43" 672 125489 1360 15467 11910 29225 68887
"44" 688 126223 793 10833 10181 31340 73869
"45" 704 126684 469 7245 8313 33106 78020
"46" 720 126976 304 4604 6500 34539 81333
"47" 736 127136 215 2817 4827 35620 83872
"48" 752 127256 150 1684 3525 36370 85677
"49" 768 127322 124 983 2350 36925 87064
"50" 784 127351 107 581 1528 37296 87946
"51" 800 127378 101 317 1024 37545 88492
