"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127485 15 7 2 1
"3" 32 37 127471 26 2 3 6
"4" 48 41 127466 30 2 3 6
"5" 64 52 127458 36 5 4 7
"6" 80 74 127435 52 8 5 9
"7" 96 94 127411 67 12 5 10
"8" 112 135 127373 94 19 8 14
"9" 128 182 127320 125 22 13 22
"10" 144 246 127262 165 35 15 31
"11" 160 328 127172 218 42 22 46
"12" 176 424 127082 280 35 33 76
"13" 192 525 126967 338 47 43 97
"14" 208 692 126801 429 88 53 122
"15" 224 914 126577 577 97 72 168
"16" 240 1204 126282 767 135 91 211
"17" 256 1525 125951 966 154 122 283
"18" 272 1934 125521 1208 210 149 367
"19" 288 2485 124960 1548 269 190 478
"20" 304 3221 124214 2013 337 261 610
"21" 320 4118 123285 2555 445 333 785
"22" 336 5185 122180 3203 553 423 1006
"23" 352 6620 120715 4061 710 539 1310
"24" 368 8463 118817 5178 910 702 1673
"25" 384 10709 116513 6479 1197 909 2124
"26" 400 13660 113534 8248 1509 1172 2731
"27" 416 17112 109956 10274 1852 1521 3465
"28" 432 21349 105643 12698 2324 1927 4400
"29" 448 26458 100363 15525 2908 2417 5608
"30" 464 32516 94196 18809 3574 3055 7078
"31" 480 39875 86678 22710 4434 3836 8895
"32" 496 48305 78046 26801 5509 4790 11205
"33" 512 57715 68521 31124 6609 5990 13992
"34" 528 67620 58431 34874 7991 7414 17341
"35" 544 77962 47997 38186 9302 9126 21348
"36" 560 87983 37880 40181 10751 11087 25964
"37" 576 97421 28386 40839 12143 13338 31101
"38" 592 105804 19975 39771 13230 15782 37021
"39" 608 112787 13182 37012 14063 18428 43284
"40" 624 117955 8215 32598 14250 21155 49952
"41" 640 121554 4840 27152 14109 23989 56304
"42" 656 123740 2790 21278 13297 26681 62484
"43" 672 125302 1558 16001 11808 29176 68317
"44" 688 126116 892 11315 10243 31184 73374
"45" 704 126598 537 7643 8321 33038 77596
"46" 720 126890 359 4935 6574 34466 80915
"47" 736 127109 237 3113 4891 35561 83544
"48" 752 127227 181 1878 3521 36389 85439
"49" 768 127278 149 1091 2436 36953 86798
"50" 784 127349 123 667 1621 37341 87720
"51" 800 127375 107 396 1092 37563 88324
