"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 32 127477 22 5 1 4
"3" 32 38 127472 27 4 2 5
"4" 48 41 127467 30 0 4 7
"5" 64 48 127462 30 6 5 7
"6" 80 71 127439 45 10 6 10
"7" 96 96 127414 60 17 7 12
"8" 112 119 127388 77 14 9 19
"9" 128 152 127353 99 12 15 26
"10" 144 188 127319 117 24 15 32
"11" 160 258 127247 163 30 20 45
"12" 176 325 127179 207 35 26 57
"13" 192 419 127082 256 56 26 81
"14" 208 544 126953 350 51 33 110
"15" 224 678 126815 421 77 43 137
"16" 240 904 126590 566 96 63 179
"17" 256 1153 126322 723 117 81 232
"18" 272 1465 126003 927 145 102 291
"19" 288 1871 125584 1165 201 135 370
"20" 304 2403 125040 1491 261 182 469
"21" 320 3112 124321 1927 350 233 602
"22" 336 4040 123355 2508 449 304 779
"23" 352 5201 122173 3258 541 409 993
"24" 368 6562 120777 4062 702 531 1267
"25" 384 8325 118974 5119 907 704 1595
"26" 400 10642 116591 6491 1188 907 2056
"27" 416 13539 113633 8235 1498 1143 2663
"28" 432 17148 109941 10367 1869 1458 3454
"29" 448 21482 105502 12901 2268 1905 4408
"30" 464 26785 100056 15890 2895 2414 5586
"31" 480 33256 93440 19440 3679 3060 7077
"32" 496 40807 85714 23465 4527 3864 8951
"33" 512 49367 76961 27666 5520 4856 11325
"34" 528 58722 67471 31751 6783 6079 14109
"35" 544 68816 57238 35550 8149 7580 17537
"36" 560 79152 46807 38739 9428 9328 21657
"37" 576 89148 36740 40545 10993 11334 26276
"38" 592 98571 27251 40895 12419 13661 31596
"39" 608 106835 18994 39546 13538 16136 37615
"40" 624 113468 12482 36607 14107 18776 43978
"41" 640 118550 7606 32283 14165 21593 50509
"42" 656 121944 4395 26688 14053 24277 56926
"43" 672 124128 2425 20733 13190 26965 63240
"44" 688 125494 1362 15357 11794 29398 68945
"45" 704 126238 793 10798 10003 31559 73878
"46" 720 126641 493 7201 8162 33347 77931
"47" 736 126942 326 4659 6281 34750 81252
"48" 752 127113 237 2859 4708 35793 83753
"49" 768 127227 185 1727 3333 36562 85605
"50" 784 127300 148 1015 2244 37119 86922
"51" 800 127330 127 593 1468 37468 87801
